5	15	0xF820	沖縄	ＱＡＢ琉球朝日放送
8	15	0xF838	沖縄	沖縄テレビ（ＯＴＶ）
101	4	101	*	ＮＨＫＢＳ１
101	4	102	*	ＮＨＫＢＳ１
103	4	103	*	ＮＨＫＢＳプレミアム
103	4	104	*	ＮＨＫＢＳプレミアム
141	4	141	*	ＢＳ日テレ
141	4	142	*	ＢＳ日テレ
141	4	143	*	ＢＳ日テレ
151	4	151	*	ＢＳ朝日１
151	4	152	*	ＢＳ朝日２
151	4	153	*	ＢＳ朝日３
161	4	161	*	ＢＳ－ＴＢＳ
161	4	162	*	ＢＳ－ＴＢＳ
161	4	163	*	ＢＳ－ＴＢＳ
171	4	171	*	ＢＳジャパン
171	4	171	*	ＢＳテレ東
171	4	172	*	ＢＳジャパン２
171	4	172	*	ＢＳテレ東２
171	4	173	*	ＢＳジャパン３
171	4	173	*	ＢＳテレ東３
181	4	181	*	ＢＳフジ・１８１
181	4	182	*	ＢＳフジ・１８２
181	4	183	*	ＢＳフジ・１８３
191	4	191	*	ＷＯＷＯＷプライム
192	4	192	*	ＷＯＷＯＷライブ
193	4	193	*	ＷＯＷＯＷシネマ
200	4	200	*	スターチャンネル１
200	4	200	*	スター・チャンネル１
201	4	201	*	スターチャンネル２
201	4	201	*	スター・チャンネル２
202	4	202	*	スターチャンネル３
202	4	202	*	スター・チャンネル３
211	4	211	*	ＢＳ１１
211	4	211	*	ＢＳ１１イレブン
222	4	222	*	ＴｗｅｌｌＶ
222	4	222	*	ＢＳ１２トゥエルビ
231	4	231	*	放送大学ＢＳ１
231	4	231	*	ＢＳキャンパスｅｘ
231	4	232	*	放送大学ＢＳ２
231	4	232	*	ＢＳキャンパスｏｎ
234	4	234	*	グリーンチャンネル
236	4	236	*	ＢＳアニマックス
238	4	238	*	ＦＯＸｂｓ２３８
238	4	238	*	ＦＯＸスポーツエンタ
241	4	241	*	ＢＳスカパー！
242	4	242	*	Ｊ　ＳＰＯＲＴＳ　１
243	4	243	*	Ｊ　ＳＰＯＲＴＳ　２
244	4	244	*	Ｊ　ＳＰＯＲＴＳ　３
245	4	245	*	Ｊ　ＳＰＯＲＴＳ　４
251	4	251	*	ＢＳ釣りビジョン
252	4	252	*	シネフィルＷＯＷＯＷ
252	4	252	*	イマジカＢＳ
255	4	255	*	ＢＳ日本映画専門ｃｈ
255	4	255	*	日本映画専門ｃｈ
256	4	256	*	ディズニーチャンネル
256	4	256	*	ディズニーｃｈ
258	4	258	*	Ｄｌｉｆｅ
258	4	258	*	ディーライフ
-1	4	531	*	放送大学ラジオ
